run,classname,last,count,delta,lenmean,lensd,lenmax
161,Mutex,14,13,-1,,,
161,NewRelic::NoticedError,20,11,-9,,,
162,Float,130384,67742,-62642,,,
162,String,65685,62399,-3286,60.525040,94.963783,9770.000000
162,Array,3325,2746,-579,18.711216,40.902060,540.000000
162,Regexp,937,916,-21,,,
162,Hash,857,761,-96,7.943495,37.473720,521.000000
162,Proc,465,438,-27,,,
162,Range,167,163,-4,,,
162,Time,229,157,-72,,,
162,Mongrel::Stats,70,67,-3,,,
162,NewRelic::MetricSpec,63,59,-4,,,
162,Set,23,21,-2,60.238095,152.776930,521.000000
162,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
162,Bignum,26,14,-12,,,
163,Float,67742,121693,53951,,,
163,String,62399,91182,28783,72.525696,93.179218,9770.000000
163,Array,2746,3609,863,24.994735,41.050098,540.000000
163,Hash,761,1417,656,5.071983,27.535758,521.000000
163,Class,1002,1015,13,,,
163,Regexp,916,968,52,,,
163,NewRelic::TransactionSample::Segment,325,662,337,,,
163,Proc,438,449,11,,,
163,Module,405,413,8,,,
163,Time,157,139,-18,,,
163,NewRelic::MethodTraceStats,67,85,18,,,
163,NewRelic::MetricSpec,59,75,16,,,
163,NewRelic::ScopedMethodTraceStats,59,75,16,,,
163,NewRelic::TransactionSample,34,71,37,,,
163,ActionController::Routing::DividerSegment,0,58,58,,,
163,ActionView::ReloadableTemplate,32,38,6,,,
163,Mongrel::Stats,67,34,-33,,,
163,ActionController::Routing::StaticSegment,0,32,32,,,
163,Set,21,27,6,51.111111,136.670669,521.000000
163,ActionController::Routing::Route,0,26,26,,,
163,ActionController::Routing::OptionalFormatSegment,0,22,22,,,
163,ActiveRecord::ConnectionAdapters::MysqlColumn,5,20,15,,,
163,NewRelic::NoticedError,11,20,9,,,
163,ActionController::Routing::DynamicSegment,0,19,19,,,
163,Mime::Type,14,15,1,,,
163,YAML::Syck::Scalar,0,14,14,,,
163,Mutex,13,14,1,,,
163,NewRelic::ApdexStats,9,14,5,,,
164,Float,121693,159370,37677,,,
164,String,91182,91324,142,74.062295,226.815837,28426.000000
164,Array,3609,3661,52,24.664573,40.789517,540.000000
164,Hash,1417,1443,26,5.004851,27.216130,521.000000
164,Class,1015,1014,-1,,,
164,NewRelic::TransactionSample::Segment,662,664,2,,,
164,Proc,449,461,12,,,
164,Time,139,158,19,,,
164,NewRelic::TransactionSample,71,72,1,,,
164,Mongrel::Stats,34,54,20,,,
164,Set,27,25,-2,55.200000,141.422535,521.000000
164,HashWithIndifferentAccess,10,15,5,1.200000,1.014185,2.000000
164,ActiveRecord::ConnectionAdapters::MysqlColumn,20,15,-5,,,
164,Mutex,14,15,1,,,
164,StringIO,9,12,3,3615.833333,8317.659656,28426.000000
164,MatchData,8,11,3,1.545455,1.213560,4.000000
165,Float,159370,198057,38687,,,
165,String,91324,99355,8031,76.598088,307.301664,28426.000000
165,Array,3661,4174,513,23.791806,40.377057,540.000000
165,Hash,1443,1640,197,4.819512,26.242249,521.000000
165,Regexp,968,971,3,,,
165,NewRelic::TransactionSample::Segment,664,728,64,,,
165,Proc,461,486,25,,,
165,MatchData,11,345,334,1.037681,0.287886,4.000000
165,Time,158,181,23,,,
165,NewRelic::TransactionSample,72,75,3,,,
165,YAML::Syck::Scalar,14,60,46,,,
165,Mongrel::Stats,54,46,-8,,,
165,HashWithIndifferentAccess,15,21,6,1.333333,1.154701,3.000000
165,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
165,Mutex,15,16,1,,,
165,StringIO,12,15,3,4583.533333,9318.628401,28426.000000
166,Float,198057,177299,-20758,,,
166,String,99355,92761,-6594,74.028363,215.562139,24750.000000
166,Array,4174,3925,-249,23.228535,39.903847,540.000000
166,Hash,1640,1505,-135,5.066445,27.307929,521.000000
166,Regexp,971,969,-2,,,
166,NewRelic::TransactionSample::Segment,728,692,-36,,,
166,Proc,486,479,-7,,,
166,Time,181,155,-26,,,
166,MatchData,345,114,-231,1.043860,0.308876,4.000000
166,NewRelic::TransactionSample,75,74,-1,,,
166,Mongrel::Stats,46,42,-4,,,
166,HashWithIndifferentAccess,21,20,-1,1.500000,1.317893,3.000000
166,NoMethodError,2,14,12,,,
166,YAML::Syck::Scalar,60,14,-46,,,
166,IO,9,12,3,,,
167,Float,177299,129431,-47868,,,
167,String,92761,66641,-26120,62.460017,156.095729,18838.000000
167,Array,3925,3248,-677,17.536330,39.287462,540.000000
167,Class,1014,1002,-12,,,
167,Regexp,969,931,-38,,,
167,Hash,1505,851,-654,7.196240,35.388570,521.000000
167,Proc,479,471,-8,,,
167,Module,413,405,-8,,,
167,NewRelic::TransactionSample::Segment,692,355,-337,,,
167,Time,155,179,24,,,
167,Range,163,166,3,,,
167,MatchData,114,104,-10,1.692308,1.520583,8.000000
167,NewRelic::MethodTraceStats,85,67,-18,,,
167,NewRelic::MetricSpec,75,66,-9,,,
167,NewRelic::ScopedMethodTraceStats,75,59,-16,,,
167,Mongrel::Stats,42,45,3,,,
167,NewRelic::TransactionSample,74,36,-38,,,
167,ActionView::ReloadableTemplate,38,32,-6,,,
167,IO,12,29,17,,,
167,Process::Status,10,28,18,,,
167,Bignum,14,18,4,,,
167,Set,25,18,-7,69.611111,163.716088,521.000000
167,Mime::Type,15,14,-1,,,
167,Mutex,16,13,-3,,,
167,NewRelic::NoticedError,20,11,-9,,,
168,String,66641,65605,-1036,62.400747,101.143641,9770.000000
168,Float,129431,45972,-83459,,,
168,Array,3248,2904,-344,19.062672,40.845080,541.000000
168,Regexp,931,916,-15,,,
168,Hash,851,824,-27,7.509709,35.984233,521.000000
168,String,66641,65582,-1059,62.369095,100.010483,9770.000000
168,Proc,471,451,-20,,,
168,Float,129431,41545,-87886,,,
168,NewRelic::TransactionSample::Segment,355,353,-2,,,
168,String,66641,65398,-1243,62.465672,100.118587,9770.000000
168,Array,3248,2848,-400,19.475421,41.196865,541.000000
168,Range,166,171,5,,,
168,Float,129431,45118,-84313,,,
168,Regexp,931,916,-15,,,
168,Time,179,165,-14,,,
168,Array,3248,2814,-434,19.632552,41.368932,541.000000
168,Hash,851,826,-25,7.594431,36.219250,521.000000
168,Mongrel::Stats,45,72,27,,,
168,Regexp,931,916,-15,,,
168,Proc,471,453,-18,,,
168,NewRelic::MetricSpec,66,59,-7,,,
168,Hash,851,827,-24,7.708585,36.331550,521.000000
168,NewRelic::TransactionSample::Segment,355,353,-2,,,
168,NewRelic::TransactionSample,36,35,-1,,,
168,String,66641,66333,-308,62.757888,107.314357,9770.000000
168,Proc,471,451,-20,,,
168,Time,179,180,1,,,
168,MatchData,104,21,-83,1.714286,0.462910,2.000000
168,Float,129431,59705,-69726,,,
168,NewRelic::TransactionSample::Segment,355,353,-2,,,
168,Range,166,164,-2,,,
168,Set,18,20,2,62.650000,156.335091,521.000000
168,Array,3248,3127,-121,17.830828,39.505288,541.000000
168,Time,179,191,12,,,
168,Mongrel::Stats,45,87,42,,,
168,ActiveSupport::Multibyte::Chars,6,20,14,2.900000,2.613729,11.000000
168,Regexp,931,916,-15,,,
168,Range,166,164,-2,,,
168,NewRelic::MetricSpec,66,59,-7,,,
168,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
168,Hash,851,841,-10,7.690844,36.261675,521.000000
168,Float,129431,87721,-41710,,,
168,Mongrel::Stats,45,101,56,,,
168,NewRelic::TransactionSample,36,35,-1,,,
168,Bignum,18,14,-4,,,
168,Proc,471,450,-21,,,
168,String,66641,66556,-85,62.676678,107.108526,9770.000000
168,NewRelic::MetricSpec,66,59,-7,,,
168,Set,18,20,2,62.650000,156.335091,521.000000
168,StringIO,6,12,6,962.583333,2778.020042,9751.000000
168,NewRelic::TransactionSample::Segment,355,353,-2,,,
168,Array,3248,3949,701,14.632565,35.853509,541.000000
168,NewRelic::TransactionSample,36,35,-1,,,
168,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
169,Time,165,207,42,,,
169,Regexp,916,917,1,,,
171,Range,164,188,24,,,
171,Hash,826,852,26,7.720657,36.134972,521.000000
171,Mongrel::Stats,87,115,28,,,
171,Proc,453,452,-1,,,
171,ActiveSupport::Multibyte::Chars,5,52,47,3.211538,2.703205,11.000000
171,Time,180,215,35,,,
171,MatchData,8,46,38,2.000000,0.632456,4.000000
171,Range,164,187,23,,,
172,Mongrel::Stats,115,123,8,,,
172,ActiveSupport::Multibyte::Chars,52,48,-4,3.125000,2.531714,11.000000
172,MatchData,46,44,-2,1.954545,0.568742,4.000000
172,ActiveSupport::Callbacks::CallbackChain,17,19,2,0.263158,0.653376,2.000000
173,String,66556,65784,-772,62.396616,99.739423,9770.000000
173,Float,87721,61951,-25770,,,
173,Array,3949,4687,738,12.740772,33.377879,541.000000
173,Hash,852,837,-15,8.000000,36.662792,521.000000
173,Time,215,224,9,,,
173,Range,187,163,-24,,,
173,Mongrel::Stats,123,133,10,,,
173,ActiveSupport::Callbacks::CallbackChain,19,18,-1,0.277778,0.669113,2.000000
174,Float,61951,103280,41329,,,
174,String,65784,65398,-386,62.476880,93.591273,9770.000000
174,Array,4687,3475,-1212,16.446906,38.121911,541.000000
174,Hash,837,815,-22,7.846626,36.900521,521.000000
174,Proc,452,450,-2,,,
174,Time,224,214,-10,,,
174,Mongrel::Stats,133,126,-7,,,
174,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
175,Float,103280,83886,-19394,,,
175,String,65398,65212,-186,62.361851,92.563365,9770.000000
175,Array,3475,2785,-690,19.801436,41.527797,541.000000
175,Regexp,917,916,-1,,,
175,Hash,815,804,-11,7.434080,36.306559,521.000000
175,Time,214,118,-96,,,
175,Mongrel::Stats,126,28,-98,,,
176,String,65212,66103,891,62.915314,97.501078,9770.000000
176,Float,83886,29683,-54203,,,
176,Array,2785,2817,32,19.881079,41.431510,541.000000
176,Class,1002,1007,5,,,
176,Hash,804,836,32,6.946172,34.889365,521.000000
176,Proc,450,452,2,,,
176,Module,405,412,7,,,
176,NewRelic::TransactionSample::Segment,353,362,9,,,
176,Time,118,117,-1,,,
176,NewRelic::TransactionSample,35,36,1,,,
176,Mongrel::Stats,28,27,-1,,,
176,Set,20,22,2,57.409091,149.673823,521.000000
176,Mutex,13,14,1,,,
176,YAML::Syck::Scalar,0,14,14,,,
177,String,66103,53175,-12928,54.186742,75.926285,7759.000000
177,Float,29683,48362,18679,,,
177,Array,2817,2374,-443,16.544229,41.467735,541.000000
177,Class,1007,989,-18,,,
177,Regexp,916,884,-32,,,
177,Hash,836,632,-204,8.818038,40.705274,521.000000
177,Proc,452,409,-43,,,
177,Module,412,407,-5,,,
177,NewRelic::TransactionSample::Segment,362,221,-141,,,
177,Range,163,159,-4,,,
177,Time,117,100,-17,,,
177,NewRelic::MethodTraceStats,67,44,-23,,,
177,NewRelic::ScopedMethodTraceStats,59,39,-20,,,
177,NewRelic::MetricSpec,59,39,-20,,,
177,ActionView::ReloadableTemplate,32,28,-4,,,
177,Mongrel::Stats,27,24,-3,,,
177,NewRelic::TransactionSample,36,22,-14,,,
177,Set,22,21,-1,55.285714,153.030109,521.000000
177,Mutex,14,12,-2,,,
178,String,53175,53101,-74,54.017081,67.012096,3689.000000
178,Float,48362,29176,-19186,,,
178,Array,2374,2364,-10,16.631557,41.539544,541.000000
178,Class,989,988,-1,,,
178,Regexp,884,883,-1,,,
178,Hash,632,606,-26,9.056106,41.557052,521.000000
178,Proc,409,407,-2,,,
178,Time,100,101,1,,,
178,Mongrel::Stats,24,26,2,,,
178,Mutex,12,11,-1,,,
179,String,53101,41885,-11216,43.550579,60.767922,2308.000000
179,Array,2364,1837,-527,13.933043,42.721898,541.000000
179,Float,29176,1769,-27407,,,
179,Class,988,885,-103,,,
179,Regexp,883,827,-56,,,
179,Hash,606,422,-184,11.052133,47.890930,521.000000
179,Proc,407,384,-23,,,
179,String,53101,41897,-11204,43.592453,60.761065,2308.000000
179,Module,407,356,-51,,,
179,Float,29176,4267,-24909,,,
179,String,53101,41843,-11258,43.589322,60.786049,2308.000000
179,Range,159,151,-8,,,
179,Array,2364,1964,-400,13.239308,41.498360,541.000000
179,Array,2364,1961,-403,13.246303,41.528292,541.000000
179,NewRelic::TransactionSample::Segment,221,115,-106,,,
179,Class,988,885,-103,,,
179,Class,988,885,-103,,,
179,Time,101,94,-7,,,
179,String,53101,41842,-11259,43.588380,60.786470,2308.000000
179,Regexp,883,827,-56,,,
179,Regexp,883,827,-56,,,
179,NewRelic::MethodTraceStats,44,28,-16,,,
179,Float,29176,9095,-20081,,,
179,Hash,606,421,-185,11.268409,48.051824,521.000000
179,Float,29176,653,-28523,,,
179,YAML::Syck::Scalar,0,28,28,,,
179,Array,2364,1961,-403,13.247833,41.527871,541.000000
179,String,53101,41881,-11220,43.605334,60.753860,2308.000000
179,Proc,407,384,-23,,,
179,Hash,606,419,-187,11.396181,48.289305,521.000000
179,NewRelic::ScopedMethodTraceStats,39,22,-17,,,
179,Class,988,885,-103,,,
179,Float,29176,10462,-18714,,,
179,Module,407,356,-51,,,
179,Proc,407,383,-24,,,
179,NewRelic::MetricSpec,39,22,-17,,,
179,Regexp,883,827,-56,,,
179,Array,2364,2091,-273,12.682449,40.453891,541.000000
179,Range,159,151,-8,,,
179,Module,407,356,-51,,,
179,StringIO,6,18,12,12.333333,17.947636,37.000000
179,Hash,606,419,-187,11.484487,48.431144,521.000000
179,Class,988,885,-103,,,
179,NewRelic::TransactionSample::Segment,221,115,-106,,,
179,Range,159,151,-8,,,
179,Set,21,16,-5,67.812500,174.424470,521.000000
179,Proc,407,383,-24,,,
179,Regexp,883,827,-56,,,
179,Time,101,104,3,,,
179,NewRelic::TransactionSample::Segment,221,115,-106,,,
179,ActiveSupport::Callbacks::CallbackChain,17,15,-2,0.333333,0.723747,2.000000
179,Module,407,356,-51,,,
179,Hash,606,422,-184,11.530806,48.406854,521.000000
179,NewRelic::MethodTraceStats,44,28,-16,,,
179,Time,101,99,-2,,,
179,Mongrel::Stats,26,15,-11,,,
179,Range,159,151,-8,,,
179,Proc,407,383,-24,,,
179,NewRelic::ScopedMethodTraceStats,39,22,-17,,,
179,NewRelic::MethodTraceStats,44,28,-16,,,
179,NewRelic::TransactionSample,22,14,-8,,,
179,NewRelic::TransactionSample::Segment,221,115,-106,,,
179,Module,407,356,-51,,,
179,NewRelic::MetricSpec,39,22,-17,,,
179,Mongrel::Stats,26,27,1,,,
179,Bignum,14,13,-1,,,
179,Mongrel::Stats,26,29,3,,,
179,Range,159,151,-8,,,
179,StringIO,6,18,12,12.333333,17.947636,37.000000
179,NewRelic::ScopedMethodTraceStats,39,22,-17,,,
181,Time,101,105,4,,,
181,YAML::Syck::Scalar,0,14,14,,,
182,Mongrel::Stats,27,34,7,,,
184,Float,10462,2771,-7691,,,
185,String,41881,41886,5,43.608724,60.751426,2308.000000
185,Float,2771,19524,16753,,,
185,Time,105,114,9,,,
185,Mongrel::Stats,34,41,7,,,
186,Float,19524,75262,55738,,,
186,String,41886,69024,27138,63.933212,91.061995,9770.000000
186,Array,2091,3190,1099,18.743887,40.006035,541.000000
186,Class,885,1002,117,,,
186,Regexp,827,916,89,,,
186,Hash,422,861,439,6.842044,34.526170,521.000000
186,Proc,383,481,98,,,
186,Module,356,405,49,,,
186,NewRelic::TransactionSample::Segment,115,388,273,,,
186,Range,151,176,25,,,
186,Time,114,121,7,,,
186,NewRelic::MethodTraceStats,28,67,39,,,
186,NewRelic::MetricSpec,22,59,37,,,
186,NewRelic::ScopedMethodTraceStats,22,59,37,,,
186,NewRelic::TransactionSample,14,38,24,,,
186,ActionView::ReloadableTemplate,3,32,29,,,
186,YAML::Syck::Scalar,0,28,28,,,
186,MatchData,2,28,26,1.857143,0.590937,4.000000
186,ActiveSupport::Multibyte::Chars,0,28,28,2.892857,2.096545,7.000000
186,Mongrel::Stats,41,25,-16,,,
186,Set,16,20,4,62.650000,156.335091,521.000000
186,ActiveSupport::Callbacks::CallbackChain,15,17,2,0.294118,0.685994,2.000000
186,Bignum,13,14,1,,,
186,Mutex,5,13,8,,,
186,File,10,11,1,,,
186,NewRelic::NoticedError,5,11,6,,,
187,String,69024,39785,-29239,43.706849,59.610213,2308.000000
187,Array,3190,1779,-1411,13.893761,43.295963,541.000000
187,Float,75262,966,-74296,,,
187,Class,1002,827,-175,,,
187,Regexp,916,765,-151,,,
187,Proc,481,378,-103,,,
187,Hash,861,362,-499,11.911602,51.333983,521.000000
187,Module,405,286,-119,,,
187,Range,176,148,-28,,,
187,NewRelic::TransactionSample::Segment,388,102,-286,,,
187,UnboundMethod,94,93,-1,,,
187,Time,121,72,-49,,,
187,NewRelic::MethodTraceStats,67,22,-45,,,
187,NewRelic::MetricSpec,59,20,-39,,,
187,NewRelic::ScopedMethodTraceStats,59,20,-39,,,
187,YAML::Syck::Scalar,28,14,-14,,,
187,Bignum,14,12,-2,,,
187,ActiveSupport::Callbacks::CallbackChain,17,11,-6,0.181818,0.603023,2.000000
187,Mongrel::Stats,25,11,-14,,,
188,String,39785,39697,-88,43.934907,77.035276,9770.000000
188,Float,966,4286,3320,,,
188,Array,1779,1754,-25,14.044470,43.578601,541.000000
188,Proc,378,377,-1,,,
188,Hash,362,361,-1,12.080332,51.560608,521.000000
188,Range,148,147,-1,,,
188,Mongrel::Stats,11,12,1,,,
189,Float,4286,101164,96878,,,
189,String,39697,73073,33376,66.246466,205.915660,27501.000000
189,Array,1754,3378,1624,19.133215,39.732024,541.000000
189,Hash,361,1021,660,6.159647,31.779648,521.000000
189,Class,827,1007,180,,,
189,Regexp,765,951,186,,,
189,Proc,377,534,157,,,
189,NewRelic::TransactionSample::Segment,102,415,313,,,
189,Module,286,412,126,,,
189,Range,147,175,28,,,
189,Time,72,125,53,,,
189,UnboundMethod,93,94,1,,,
189,MatchData,2,69,67,1.652174,0.871545,4.000000
189,NewRelic::MethodTraceStats,22,67,45,,,
189,Rational,10,67,57,,,
189,NewRelic::MetricSpec,20,61,41,,,
189,NewRelic::ScopedMethodTraceStats,20,59,39,,,
189,YAML::Syck::Scalar,14,46,32,,,
189,NewRelic::TransactionSample,9,40,31,,,
189,ActiveRecord::ConnectionAdapters::MysqlColumn,5,35,30,,,
189,Set,9,32,23,42.125000,125.438521,521.000000
189,ActionView::ReloadableTemplate,3,32,29,,,
189,ActiveSupport::Callbacks::Callback,3,29,26,,,
189,ActiveSupport::Callbacks::CallbackChain,11,27,16,1.074074,1.639088,7.000000
189,ActiveSupport::Multibyte::Chars,0,26,26,3.076923,2.496767,11.000000
189,Mongrel::Stats,12,17,5,,,
189,Mutex,3,14,11,,,
189,Mime::Type,0,14,14,,,
189,Bignum,12,14,2,,,
189,NewRelic::NoticedError,4,11,7,,,
189,File,9,11,2,,,
190,String,73073,72409,-664,65.898604,90.082240,9770.000000
190,Float,101164,66667,-34497,,,
190,Array,3378,3197,-181,20.272130,40.790696,541.000000
190,Class,1007,1011,4,,,
190,Hash,1021,961,-60,6.477627,32.973218,521.000000
190,String,73073,72416,-657,65.931521,90.064241,9770.000000
190,Float,101164,73080,-28084,,,
190,Float,101164,66579,-34585,,,
190,Regexp,951,921,-30,,,
190,String,73073,72414,-659,65.903513,90.068091,9770.000000
190,Float,101164,79091,-22073,,,
190,Array,3378,3197,-181,20.289647,40.788044,541.000000
190,Proc,534,455,-79,,,
190,Array,3378,3199,-179,20.269147,40.779541,541.000000
190,String,73073,72415,-658,65.902686,90.067744,9770.000000
190,Class,1007,1011,4,,,
190,NewRelic::TransactionSample::Segment,415,426,11,,,
190,Class,1007,1011,4,,,
190,Array,3378,3199,-179,20.269147,40.779541,541.000000
190,Hash,1021,959,-62,6.509906,33.054546,521.000000
190,Module,412,419,7,,,
190,Hash,1021,961,-60,6.500520,33.018749,521.000000
190,Class,1007,1011,4,,,
190,Regexp,951,919,-32,,,
190,Time,125,183,58,,,
190,Regexp,951,920,-31,,,
190,Hash,1021,961,-60,6.506764,33.030955,521.000000
190,Proc,534,455,-79,,,
190,Range,175,163,-12,,,
190,Proc,534,455,-79,,,
190,Regexp,951,920,-31,,,
190,NewRelic::TransactionSample::Segment,415,426,11,,,
190,Mongrel::Stats,17,84,67,,,
190,NewRelic::TransactionSample::Segment,415,426,11,,,
190,Proc,534,455,-79,,,
190,Module,412,419,7,,,
190,NewRelic::MetricSpec,61,59,-2,,,
190,Module,412,419,7,,,
190,NewRelic::TransactionSample::Segment,415,426,11,,,
190,Time,125,184,59,,,
190,NewRelic::TransactionSample,40,41,1,,,
190,Time,125,185,60,,,
190,Module,412,419,7,,,
190,Range,175,163,-12,,,
190,Set,32,31,-1,41.193548,127.859407,521.000000
190,Range,175,163,-12,,,
190,Time,125,187,62,,,
190,Mongrel::Stats,17,86,69,,,
190,ActiveSupport::Callbacks::CallbackChain,27,17,-10,0.294118,0.685994,2.000000
190,Mongrel::Stats,17,86,69,,,
190,Range,175,163,-12,,,
190,NewRelic::MetricSpec,61,59,-2,,,
190,YAML::Syck::Scalar,46,14,-32,,,
190,NewRelic::MetricSpec,61,59,-2,,,
190,Mongrel::Stats,17,87,70,,,
190,NewRelic::TransactionSample,40,41,1,,,
190,StringIO,9,12,3,112.500000,221.661700,616.000000
190,NewRelic::TransactionSample,40,41,1,,,
190,NewRelic::MetricSpec,61,59,-2,,,
190,Set,32,31,-1,41.193548,127.859407,521.000000
194,String,72416,72110,-306,65.974151,90.048300,9770.000000
194,Float,66579,64330,-2249,,,
194,Array,3197,2990,-207,21.455184,41.783393,541.000000
194,Class,1011,1006,-5,,,
194,Hash,959,927,-32,6.631068,33.600560,521.000000
194,Regexp,919,916,-3,,,
194,Proc,455,453,-2,,,
194,Module,419,412,-7,,,
194,Time,184,141,-43,,,
194,YAML::Syck::Scalar,0,54,54,,,
194,Mongrel::Stats,86,43,-43,,,
194,Set,31,25,-6,50.600000,141.266592,521.000000
194,ActiveRecord::ConnectionAdapters::MysqlColumn,35,20,-15,,,
194,Mutex,14,13,-1,,,
194,MatchData,6,11,5,1.545455,1.213560,4.000000
195,Float,64330,72599,8269,,,
195,String,72110,72490,380,66.206594,96.854703,9770.000000
195,String,72110,72355,245,66.333370,99.311704,9770.000000
195,Float,64330,32569,-31761,,,
195,Array,2990,3129,139,20.590924,41.044462,541.000000
195,Array,2990,3131,141,20.578729,41.035578,541.000000
195,Hash,927,933,6,6.695606,33.793007,521.000000
195,Hash,927,935,8,6.660963,33.673669,521.000000
195,Regexp,916,917,1,,,
195,Range,163,175,12,,,
195,Proc,453,452,-1,,,
195,Time,141,129,-12,,,
195,Range,163,175,12,,,
195,Mongrel::Stats,43,32,-11,,,
195,Time,141,142,1,,,
195,ActiveSupport::Multibyte::Chars,0,24,24,3.125000,2.559084,11.000000
195,Mongrel::Stats,43,49,6,,,
195,MatchData,11,23,12,1.782609,0.421741,2.000000
195,ActiveSupport::Multibyte::Chars,0,24,24,3.125000,2.559084,11.000000
196,ActiveRecord::ConnectionAdapters::MysqlColumn,20,12,-8,,,
197,String,72355,72224,-131,66.572400,114.984655,9770.000000
197,Float,72599,70934,-1665,,,
197,String,72355,72190,-165,66.592090,115.001395,9770.000000
197,Array,3129,2988,-141,21.520415,41.809049,541.000000
197,Float,72599,69428,-3171,,,
197,String,72355,72606,251,67.161584,128.684257,9770.000000
197,Class,1006,1002,-4,,,
197,Array,3129,2985,-144,21.541374,41.824794,541.000000
197,Float,72599,65597,-7002,,,
197,Hash,933,936,3,7.242521,34.691797,521.000000
197,String,72355,72150,-205,66.614040,115.929684,9770.000000
197,Class,1006,1002,-4,,,
197,Array,3129,3137,8,20.594517,41.018383,541.000000
