run,classname,last,count,delta,lenmean,lensd,lenmax
133,Hash,561,954,393,7.138365,34.380467,521.000000
133,Float,38508,125311,86803,,,
133,Array,2108,2873,765,18.263140,39.804217,540.000000
133,Proc,382,458,76,,,
133,String,45409,64228,18819,60.752351,125.888675,13919.000000
133,Class,979,1007,28,,,
133,Module,398,406,8,,,
133,Float,38508,132250,93742,,,
133,Array,2108,2879,771,18.286905,39.873693,540.000000
133,Regexp,918,963,45,,,
133,NewRelic::TransactionSample::Segment,136,346,210,,,
133,String,45409,64369,18960,60.777346,125.762965,13919.000000
133,Class,979,1007,28,,,
133,Hash,561,954,393,7.261006,34.759223,521.000000
133,Time,92,172,80,,,
133,Array,2108,3748,1640,14.542689,35.614886,540.000000
133,Regexp,918,963,45,,,
133,Proc,382,460,78,,,
133,Range,158,163,5,,,
133,Class,979,1007,28,,,
133,Hash,561,954,393,7.274633,34.801763,521.000000
133,Module,398,406,8,,,
133,Regexp,918,964,46,,,
133,Proc,382,460,78,,,
133,NewRelic::MethodTraceStats,38,73,35,,,
133,NewRelic::TransactionSample::Segment,136,346,210,,,
133,Hash,561,961,400,7.306972,34.728957,521.000000
133,Module,398,406,8,,,
133,Mongrel::Stats,19,70,51,,,
133,Time,92,187,95,,,
133,Proc,382,460,78,,,
133,NewRelic::TransactionSample::Segment,136,346,210,,,
133,NewRelic::MetricSpec,34,60,26,,,
133,Range,158,163,5,,,
133,Module,398,406,8,,,
133,Time,92,187,95,,,
133,NewRelic::ScopedMethodTraceStats,34,60,26,,,
133,Mongrel::Stats,19,83,64,,,
133,NewRelic::TransactionSample::Segment,136,346,210,,,
133,Range,158,163,5,,,
133,NewRelic::TransactionSample,16,39,23,,,
133,NewRelic::MethodTraceStats,38,73,35,,,
133,Time,92,187,95,,,
133,Mongrel::Stats,19,83,64,,,
133,ActionView::ReloadableTemplate,7,32,25,,,
133,NewRelic::MetricSpec,34,60,26,,,
133,Range,158,163,5,,,
133,NewRelic::MethodTraceStats,38,73,35,,,
133,YAML::Syck::Scalar,14,28,14,,,
133,NewRelic::ScopedMethodTraceStats,34,60,26,,,
133,Mongrel::Stats,19,83,64,,,
133,NewRelic::MetricSpec,34,60,26,,,
133,StringIO,6,21,15,359.952381,859.034195,3689.000000
133,NewRelic::TransactionSample,16,39,23,,,
133,NewRelic::MethodTraceStats,38,73,35,,,
133,NewRelic::ScopedMethodTraceStats,34,60,26,,,
133,Set,16,18,2,69.611111,163.716088,521.000000
133,ActionView::ReloadableTemplate,7,32,25,,,
133,NewRelic::ScopedMethodTraceStats,34,60,26,,,
133,NewRelic::TransactionSample,16,39,23,,,
133,NewRelic::NoticedError,7,16,9,,,
133,StringIO,6,21,15,359.952381,859.034195,3689.000000
133,NewRelic::MetricSpec,34,60,26,,,
133,ActionView::ReloadableTemplate,7,32,25,,,
133,Mutex,11,14,3,,,
133,Set,16,18,2,69.611111,163.716088,521.000000
133,NewRelic::TransactionSample,16,39,23,,,
133,StringIO,6,21,15,359.952381,859.034195,3689.000000
133,NewRelic::ApdexStats,6,11,5,,,
133,NewRelic::NoticedError,7,16,9,,,
133,ActionView::ReloadableTemplate,7,32,25,,,
133,Set,16,18,2,69.611111,163.716088,521.000000
133,Thread,6,11,5,,,
133,Mutex,11,14,3,,,
133,StringIO,6,21,15,359.952381,859.034195,3689.000000
133,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
135,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
135,MatchData,10,12,2,1.750000,1.356801,4.000000
135,MatchData,10,14,4,1.642857,1.277446,4.000000
137,Float,132250,130021,-2229,,,
137,String,64369,69372,5003,63.685147,131.869079,13919.000000
137,Array,3748,3030,-718,19.664686,39.812441,540.000000
137,Hash,961,1055,94,6.288152,31.988115,521.000000
137,Class,1007,1010,3,,,
137,Regexp,964,966,2,,,
137,Proc,460,457,-3,,,
137,Float,132250,175816,43566,,,
137,NewRelic::TransactionSample::Segment,346,413,67,,,
137,String,64369,69574,5205,63.722411,131.696805,13919.000000
137,Time,187,160,-27,,,
137,Array,3748,3056,-692,19.557592,39.668932,540.000000
137,NewRelic::MethodTraceStats,73,80,7,,,
137,Hash,961,1055,94,6.360190,32.179925,521.000000
137,NewRelic::ScopedMethodTraceStats,60,63,3,,,
137,Class,1007,1010,3,,,
137,NewRelic::MetricSpec,60,63,3,,,
137,Regexp,964,966,2,,,
137,Mongrel::Stats,83,54,-29,,,
137,Proc,460,457,-3,,,
137,NewRelic::TransactionSample,39,49,10,,,
137,NewRelic::TransactionSample::Segment,346,413,67,,,
137,ActionView::ReloadableTemplate,32,38,6,,,
137,Time,187,160,-27,,,
137,NewRelic::NoticedError,16,20,4,,,
137,NewRelic::MethodTraceStats,73,80,7,,,
137,Set,18,19,1,72.000000,159.443825,521.000000
137,NewRelic::ScopedMethodTraceStats,60,63,3,,,
137,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
137,NewRelic::MetricSpec,60,63,3,,,
137,Mime::Type,14,15,1,,,
137,Mongrel::Stats,83,56,-27,,,
137,YAML::Syck::Scalar,0,14,14,,,
137,NewRelic::TransactionSample,39,49,10,,,
137,NewRelic::ApdexStats,11,12,1,,,
137,ActionView::ReloadableTemplate,32,38,6,,,
137,StringIO,21,12,-9,1547.250000,4034.990664,13919.000000
137,NewRelic::NoticedError,16,20,4,,,
138,MatchData,8,11,3,1.545455,1.213560,4.000000
139,Float,175816,97894,-77922,,,
139,String,69574,69260,-314,63.701805,131.991553,13919.000000
139,Array,3056,3026,-30,19.674818,39.835447,540.000000
139,Hash,1055,1044,-11,6.215517,31.935975,521.000000
139,Time,160,130,-30,,,
139,Mongrel::Stats,56,28,-28,,,
140,Float,97894,266254,168360,,,
140,String,69260,69788,528,63.467645,131.784619,13919.000000
140,Array,3026,4185,1159,14.704182,34.912338,540.000000
140,Hash,1044,1061,17,6.393968,32.254140,521.000000
140,Regexp,966,969,3,,,
140,Proc,457,521,64,,,
140,Range,163,164,1,,,
140,Time,130,161,31,,,
140,YAML::Syck::Scalar,0,62,62,,,
140,Mongrel::Stats,28,44,16,,,
140,MatchData,8,19,11,1.473684,1.123903,4.000000
140,Bignum,14,16,2,,,
140,File,11,12,1,,,
140,StringIO,9,12,3,1563.250000,4028.578525,13919.000000
141,Float,266254,165620,-100634,,,
141,String,69788,77626,7838,58.651959,115.906405,13919.000000
141,Array,4185,5053,868,12.965565,33.486576,540.000000
141,Hash,1061,1188,127,5.994949,30.844365,521.000000
141,Class,1010,1011,1,,,
141,Regexp,969,998,29,,,
141,MatchData,19,604,585,1.173841,0.762673,8.000000
141,Proc,521,557,36,,,
141,IO,5,468,463,,,
141,Process::Status,4,467,463,,,
141,NewRelic::TransactionSample::Segment,413,412,-1,,,
141,Time,161,223,62,,,
141,Range,164,167,3,,,
141,YAML::Syck::Scalar,62,84,22,,,
141,NewRelic::MethodTraceStats,80,78,-2,,,
141,NewRelic::MetricSpec,63,73,10,,,
141,Mongrel::Stats,44,52,8,,,
141,NewRelic::TransactionSample,49,47,-2,,,
141,ActiveSupport::Callbacks::CallbackChain,17,46,29,0.369565,0.710515,2.000000
141,ActionView::ReloadableTemplate,38,36,-2,,,
141,Set,19,23,4,60.869565,146.363279,521.000000
141,Bignum,16,22,6,,,
141,ActiveRecord::DynamicScopeMatch,1,13,12,,,
141,ActiveRecord::DynamicFinderMatch,1,13,12,,,
141,NewRelic::Agent::StatsEngine::ScopeStackElement,0,11,11,3.000000,0.000000,3.000000
142,Float,165620,167027,1407,,,
142,String,77626,71782,-5844,64.066117,140.407929,13919.000000
142,Array,5053,3311,-1742,18.701601,38.766959,540.000000
142,Hash,1188,1105,-83,5.888688,30.955750,521.000000
142,Class,1011,1015,4,,,
142,Regexp,998,967,-31,,,
142,Proc,557,470,-87,,,
142,NewRelic::TransactionSample::Segment,412,420,8,,,
142,Module,406,413,7,,,
142,Range,167,163,-4,,,
142,Time,223,129,-94,,,
142,MatchData,604,81,-523,1.185185,0.550252,4.000000
142,NewRelic::MetricSpec,73,63,-10,,,
142,IO,468,48,-420,,,
142,NewRelic::TransactionSample,47,48,1,,,
142,Process::Status,467,47,-420,,,
142,Set,23,27,4,51.148148,136.658953,521.000000
142,Mongrel::Stats,52,21,-31,,,
142,ActiveRecord::ConnectionAdapters::MysqlColumn,5,19,14,,,
142,ActiveSupport::Callbacks::CallbackChain,46,18,-28,0.277778,0.669113,2.000000
142,NoMethodError,3,16,13,,,
142,HashWithIndifferentAccess,10,15,5,1.400000,1.242118,3.000000
142,Mutex,14,15,1,,,
142,Bignum,22,14,-8,,,
142,File,12,11,-1,,,
143,Float,167027,105351,-61676,,,
143,String,71782,72296,514,65.347599,132.618797,13919.000000
143,Array,3311,3115,-196,20.347030,40.154758,540.000000
143,Hash,1105,1092,-13,5.847985,30.840722,521.000000
143,Regexp,967,965,-2,,,
143,Proc,470,459,-11,,,
143,NewRelic::TransactionSample::Segment,420,439,19,,,
143,NewRelic::TransactionSample,48,49,1,,,
143,Mongrel::Stats,21,26,5,,,
143,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
143,Mutex,15,14,-1,,,
143,MatchData,81,12,-69,1.333333,0.887625,4.000000
144,Float,105351,114942,9591,,,
144,String,72296,55316,-16980,54.818461,132.405858,13919.000000
144,Array,3115,2555,-560,15.933072,40.206337,540.000000
144,Class,1015,1006,-9,,,
144,Regexp,965,957,-8,,,
144,Hash,1092,749,-343,7.870494,37.580261,521.000000
144,Proc,459,445,-14,,,
144,Module,413,412,-1,,,
144,NewRelic::TransactionSample::Segment,439,238,-201,,,
144,Time,129,112,-17,,,
144,NewRelic::MethodTraceStats,78,59,-19,,,
144,NewRelic::ScopedMethodTraceStats,63,44,-19,,,
144,NewRelic::MetricSpec,63,44,-19,,,
144,ActionView::ReloadableTemplate,36,32,-4,,,
144,Mongrel::Stats,26,28,2,,,
144,NewRelic::TransactionSample,49,24,-25,,,
144,Set,27,22,-5,57.454545,149.658572,521.000000
144,Mime::Type,15,14,-1,,,
145,String,55316,55359,43,54.887082,132.090119,13919.000000
145,Float,114942,26290,-88652,,,
145,Array,2555,2546,-9,16.032600,40.265213,540.000000
145,Class,1006,1002,-4,,,
145,Regexp,957,956,-1,,,
145,Hash,749,735,-14,7.986395,37.938137,521.000000
145,Module,412,405,-7,,,
145,Time,112,129,17,,,
145,Mongrel::Stats,28,44,16,,,
145,Set,22,20,-2,62.650000,156.335091,521.000000
146,Float,26290,114451,88161,,,
146,String,55359,77952,22593,67.470905,126.032636,13919.000000
146,Array,2546,3388,842,21.019481,39.880752,540.000000
146,Hash,735,1195,460,5.679498,29.922908,521.000000
146,Class,1002,1015,13,,,
146,Regexp,956,967,11,,,
146,NewRelic::TransactionSample::Segment,238,499,261,,,
146,Proc,445,469,24,,,
146,Module,405,413,8,,,
146,Time,129,149,20,,,
146,NewRelic::MethodTraceStats,59,83,24,,,
146,NewRelic::ScopedMethodTraceStats,44,67,23,,,
146,NewRelic::MetricSpec,44,67,23,,,
146,NewRelic::TransactionSample,24,55,31,,,
146,Mongrel::Stats,44,39,-5,,,
146,ActionView::ReloadableTemplate,32,38,6,,,
146,MatchData,4,32,28,1.312500,0.644455,4.000000
146,Set,20,27,7,51.148148,136.658953,521.000000
146,NewRelic::NoticedError,8,20,12,,,
146,ActiveRecord::ConnectionAdapters::MysqlColumn,5,19,14,,,
146,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
146,HashWithIndifferentAccess,10,15,5,1.600000,1.404076,3.000000
146,Mutex,14,15,1,,,
146,Mime::Type,14,15,1,,,
146,YAML::Syck::Scalar,0,14,14,,,
146,NewRelic::ApdexStats,7,13,6,,,
146,StringIO,6,12,6,1761.083333,3980.833614,13919.000000
147,Float,114451,113113,-1338,,,
147,String,77952,78822,870,69.210588,231.918991,27653.000000
147,Array,3388,3365,-23,21.466568,40.119499,540.000000
147,Hash,1195,1215,20,5.658436,29.762947,521.000000
147,Class,1015,1017,2,,,
147,NewRelic::TransactionSample::Segment,499,510,11,,,
147,Proc,469,465,-4,,,
147,Module,413,420,7,,,
147,Time,149,159,10,,,
147,NewRelic::TransactionSample,55,56,1,,,
147,Mongrel::Stats,39,50,11,,,
147,Set,27,29,2,48.068966,132.193022,521.000000
147,ActiveRecord::ConnectionAdapters::MysqlColumn,19,21,2,,,
147,MatchData,32,20,-12,1.350000,0.745160,4.000000
147,HashWithIndifferentAccess,15,17,2,2.352941,2.177762,7.000000
148,Float,113113,164419,51306,,,
148,String,78822,79606,784,69.150604,230.889339,27653.000000
148,Array,3365,3505,140,20.867618,39.586925,540.000000
148,Hash,1215,1256,41,5.745223,29.856449,521.000000
148,Class,1017,1021,4,,,
148,Regexp,967,968,1,,,
148,NewRelic::TransactionSample::Segment,510,518,8,,,
148,Proc,465,485,20,,,
148,Module,420,427,7,,,
148,Time,159,161,2,,,
148,NewRelic::TransactionSample,56,57,1,,,
148,Mongrel::Stats,50,46,-4,,,
148,MatchData,20,44,24,1.227273,0.565012,4.000000
148,Set,29,31,2,45.322581,128.157556,521.000000
148,YAML::Syck::Scalar,14,28,14,,,
148,HashWithIndifferentAccess,17,20,3,1.950000,1.820208,7.000000
148,StringIO,12,15,3,3163.800000,7667.188274,27653.000000
148,IO,3,15,12,,,
148,Process::Status,2,14,12,,,
149,Float,164419,171907,7488,,,
149,String,79606,85565,5959,65.053153,145.569115,13919.000000
149,Array,3505,3888,383,19.712963,40.068650,570.000000
149,Hash,1256,1352,96,5.501479,28.801626,521.000000
149,Regexp,968,980,12,,,
149,MatchData,44,936,892,1.055556,0.368711,4.000000
149,NewRelic::TransactionSample::Segment,518,526,8,,,
149,Proc,485,489,4,,,
149,Time,161,176,15,,,
149,Range,163,164,1,,,
149,NewRelic::MetricSpec,67,68,1,,,
149,NewRelic::TransactionSample,57,58,1,,,
149,Mongrel::Stats,46,44,-2,,,
149,Set,31,38,7,38.026316,116.493472,521.000000
149,ActiveRecord::ConnectionAdapters::MysqlColumn,21,35,14,,,
149,Bignum,14,26,12,,,
149,ActiveSupport::Callbacks::CallbackChain,18,19,1,0.263158,0.653376,2.000000
149,Mutex,15,16,1,,,
149,YAML::Syck::Scalar,28,14,-14,,,
149,NoMethodError,4,13,9,,,
150,Float,171907,176588,4681,,,
150,String,85565,91575,6010,61.761791,135.127256,13919.000000
150,Array,3888,4873,985,17.831315,39.343257,540.000000
150,Hash,1352,1554,202,6.248391,31.039203,521.000000
150,Regexp,980,1047,67,,,
150,Class,1021,1023,2,,,
150,MatchData,936,847,-89,1.240850,0.703643,4.000000
150,Proc,489,556,67,,,
150,NewRelic::TransactionSample::Segment,526,532,6,,,
150,Module,427,428,1,,,
150,Time,176,225,49,,,
150,Range,164,173,9,,,
150,Mongrel::Stats,44,77,33,,,
150,NewRelic::MetricSpec,68,70,2,,,
150,NewRelic::TransactionSample,58,59,1,,,
150,ActiveRecord::ConnectionAdapters::MysqlColumn,35,49,14,,,
150,Set,38,45,7,38.977778,111.297204,521.000000
150,ActiveSupport::Callbacks::CallbackChain,19,45,26,0.955556,1.065056,6.000000
150,Bignum,26,32,6,,,
150,ActiveSupport::Callbacks::Callback,5,24,19,,,
150,HashWithIndifferentAccess,20,21,1,1.285714,1.189237,3.000000
150,Mutex,16,15,-1,,,
150,File,11,15,4,,,
150,IO,4,11,7,,,
151,Float,176588,183634,7046,,,
151,String,91575,92214,639,61.632323,117.488714,13919.000000
151,Array,4873,6398,1525,14.682713,37.216850,540.000000
151,Hash,1554,1506,-48,6.825365,32.907108,521.000000
151,Regexp,1047,1103,56,,,
151,Class,1023,1027,4,,,
151,Proc,556,629,73,,,
151,NewRelic::TransactionSample::Segment,532,537,5,,,
151,Module,428,436,8,,,
151,MatchData,847,354,-493,2.022599,1.082725,4.000000
151,Time,225,235,10,,,
151,Range,173,184,11,,,
151,Mongrel::Stats,77,83,6,,,
151,YAML::Syck::Scalar,14,70,56,,,
151,NewRelic::MetricSpec,70,69,-1,,,
151,ActiveSupport::Callbacks::CallbackChain,45,62,17,0.790323,1.042335,6.000000
151,NewRelic::TransactionSample,59,60,1,,,
151,ActiveRecord::ConnectionAdapters::MysqlColumn,49,56,7,,,
151,Set,45,46,1,37.173913,110.446428,521.000000
151,HashWithIndifferentAccess,21,29,8,2.241379,1.527256,5.000000
151,File,15,20,5,,,
151,Bignum,32,16,-16,,,
151,Mutex,15,16,1,,,
151,ActiveRecord::DynamicFinderMatch,4,15,11,,,
151,ActiveRecord::DynamicScopeMatch,3,14,11,,,
151,ActionController::Filters::FilterChain,9,12,3,2.166667,0.937437,3.000000
151,ActionController::Filters::BeforeFilter,9,12,3,,,
152,Float,183634,178158,-5476,,,
152,String,92214,90732,-1482,64.898261,238.519115,27341.000000
152,Array,6398,4978,-1420,16.180394,34.684096,540.000000
152,Regexp,1103,2235,1132,,,
152,Hash,1506,1317,-189,5.368261,28.784631,521.000000
152,Class,1027,1022,-5,,,
152,NewRelic::TransactionSample::Segment,537,548,11,,,
152,Proc,629,482,-147,,,
152,Module,436,427,-9,,,
152,MatchData,354,370,16,2.308108,1.482395,4.000000
152,Pathname,0,297,297,,,
152,Time,235,166,-69,,,
152,Range,184,163,-21,,,
152,NewRelic::TransactionSample,60,61,1,,,
152,Mongrel::Stats,83,42,-41,,,
152,ActiveRecord::ConnectionAdapters::MysqlColumn,56,35,-21,,,
152,Set,46,35,-11,40.200000,121.249815,521.000000
152,IO,3,27,24,,,
152,Process::Status,2,25,23,,,
152,ActiveSupport::Callbacks::CallbackChain,62,19,-43,0.263158,0.653376,2.000000
152,HashWithIndifferentAccess,29,16,-13,1.562500,1.364734,3.000000
152,Mutex,16,15,-1,,,
152,YAML::Syck::Scalar,70,15,-55,,,
152,StringIO,15,12,-3,3870.916667,8398.472799,27341.000000
152,File,20,11,-9,,,
153,Float,178158,178282,124,,,
153,String,90732,93981,3249,62.207095,172.103640,27341.000000
153,Array,4978,4984,6,18.174960,39.751166,540.000000
153,Hash,1317,1560,243,6.198077,31.067389,521.000000
153,Regexp,2235,1060,-1175,,,
153,Class,1022,1021,-1,,,
153,MatchData,370,863,493,1.271147,0.734114,4.000000
153,Proc,482,556,74,,,
153,NewRelic::TransactionSample::Segment,548,554,6,,,
153,Module,427,428,1,,,
153,Time,166,195,29,,,
153,Range,163,175,12,,,
153,NewRelic::MetricSpec,69,70,1,,,
153,NewRelic::TransactionSample,61,62,1,,,
153,ActiveRecord::ConnectionAdapters::MysqlColumn,35,49,14,,,
153,Mongrel::Stats,42,48,6,,,
153,ActiveSupport::Callbacks::CallbackChain,19,45,26,0.955556,1.065056,6.000000
153,Set,35,44,9,39.454545,112.537426,521.000000
153,Bignum,16,30,14,,,
153,ActiveSupport::Callbacks::Callback,5,24,19,,,
153,HashWithIndifferentAccess,16,17,1,1.352941,1.221739,3.000000
153,File,11,16,5,,,
153,YAML::Syck::Scalar,15,14,-1,,,
154,Float,178282,178661,379,,,
154,String,93981,89976,-4005,64.818463,146.612162,13919.000000
154,Array,4984,4041,-943,20.042316,39.882140,570.000000
154,Hash,1560,1408,-152,5.200284,27.842300,521.000000
154,MatchData,863,1378,515,1.037736,0.304931,4.000000
154,Class,1021,1019,-2,,,
154,Regexp,1060,980,-80,,,
154,NewRelic::TransactionSample::Segment,554,562,8,,,
154,Proc,556,487,-69,,,
154,Module,428,420,-8,,,
154,Time,195,201,6,,,
154,Range,175,164,-11,,,
154,Mongrel::Stats,48,70,22,,,
154,NewRelic::MetricSpec,70,68,-2,,,
154,NewRelic::TransactionSample,62,63,1,,,
154,Set,44,36,-8,39.833333,119.504094,521.000000
154,ActiveRecord::ConnectionAdapters::MysqlColumn,49,35,-14,,,
154,Bignum,30,26,-4,,,
154,ActiveSupport::Callbacks::CallbackChain,45,19,-26,0.263158,0.653376,2.000000
154,HashWithIndifferentAccess,17,15,-2,1.400000,1.242118,3.000000
154,NoMethodError,3,13,10,,,
154,File,16,11,-5,,,
155,Float,178661,180130,1469,,,
155,String,89976,92312,2336,64.410218,134.806433,13919.000000
155,Array,4041,4966,925,17.944825,38.348597,540.000000
155,Hash,1408,1578,170,5.820659,29.441884,521.000000
155,Regexp,980,1033,53,,,
155,MatchData,1378,792,-586,1.204545,0.673560,4.000000
155,Proc,487,590,103,,,
155,NewRelic::TransactionSample::Segment,562,573,11,,,
155,Time,201,218,17,,,
155,Range,164,172,8,,,
155,NewRelic::MetricSpec,68,73,5,,,
155,NewRelic::TransactionSample,63,64,1,,,
155,ActiveSupport::Callbacks::CallbackChain,19,51,32,1.000000,1.019804,6.000000
155,Mongrel::Stats,70,49,-21,,,
155,ActiveRecord::ConnectionAdapters::MysqlColumn,35,47,12,,,
155,Set,36,40,4,43.050000,117.539508,521.000000
155,Bignum,26,30,4,,,
155,ActiveSupport::Callbacks::Callback,5,28,23,,,
155,StringIO,12,15,3,2091.600000,4183.930616,13919.000000
155,File,11,14,3,,,
156,Float,180130,175189,-4941,,,
156,String,92312,88169,-4143,69.066350,241.660915,27340.000000
156,Array,4966,4286,-680,19.159123,37.341427,540.000000
156,Regexp,1033,1515,482,,,
156,Hash,1578,1352,-226,5.276627,28.376977,521.000000
156,Class,1019,1017,-2,,,
156,NewRelic::TransactionSample::Segment,573,584,11,,,
156,Proc,590,482,-108,,,
156,Time,218,197,-21,,,
156,MatchData,792,180,-612,2.311111,1.473372,4.000000
156,Range,172,163,-9,,,
156,Pathname,0,131,131,,,
156,Mongrel::Stats,49,72,23,,,
156,NewRelic::MetricSpec,73,69,-4,,,
156,NewRelic::TransactionSample,64,65,1,,,
156,Set,40,29,-11,48.068966,132.193022,521.000000
156,ActiveRecord::ConnectionAdapters::MysqlColumn,47,21,-26,,,
156,ActiveSupport::Callbacks::CallbackChain,51,19,-32,0.263158,0.653376,2.000000
156,HashWithIndifferentAccess,15,16,1,1.562500,1.364734,3.000000
156,Bignum,30,16,-14,,,
156,YAML::Syck::Scalar,14,15,1,,,
156,StringIO,15,12,-3,3866.500000,8400.084334,27340.000000
156,File,14,11,-3,,,
157,Float,175189,150934,-24255,,,
157,String,88169,95455,7286,65.112158,210.241180,27340.000000
157,Array,4286,4930,644,19.853753,42.052835,540.000000
157,Hash,1352,1526,174,6.627130,32.328405,521.000000
157,Regexp,1515,1102,-413,,,
157,NewRelic::TransactionSample::Segment,584,593,9,,,
157,Proc,482,545,63,,,
157,Module,420,422,2,,,
157,MatchData,180,349,169,1.879656,1.065317,4.000000
157,Time,197,214,17,,,
157,Range,163,184,21,,,
157,Mongrel::Stats,72,73,1,,,
157,NewRelic::MetricSpec,69,71,2,,,
157,NewRelic::TransactionSample,65,66,1,,,
157,ActiveSupport::Callbacks::CallbackChain,19,44,25,0.977273,1.067242,6.000000
157,Set,29,35,6,48.342857,124.918077,521.000000
157,ActiveRecord::ConnectionAdapters::MysqlColumn,21,35,14,,,
157,ActiveSupport::Callbacks::Callback,5,24,19,,,
157,HashWithIndifferentAccess,16,22,6,1.681818,1.393398,3.000000
157,File,11,20,9,,,
157,Mutex,15,16,1,,,
157,StringIO,12,15,3,3131.533333,7600.782675,27340.000000
157,Bignum,16,14,-2,,,
158,Float,150934,171713,20779,,,
158,String,95455,84891,-10564,70.645581,120.613089,13919.000000
158,Array,4930,3475,-1455,23.517986,40.642316,540.000000
158,Hash,1526,1326,-200,5.325038,28.641610,521.000000
158,Regexp,1102,967,-135,,,
158,NewRelic::TransactionSample::Segment,593,603,10,,,
158,Proc,545,457,-88,,,
158,Module,422,420,-2,,,
158,Range,184,163,-21,,,
158,Time,214,140,-74,,,
158,NewRelic::TransactionSample,66,67,1,,,
158,NewRelic::MetricSpec,71,67,-4,,,
158,Mongrel::Stats,73,37,-36,,,
158,Set,35,27,-8,51.629630,136.485600,521.000000
158,ActiveSupport::Callbacks::CallbackChain,44,17,-27,0.294118,0.685994,2.000000
158,Mutex,16,14,-2,,,
158,ActiveRecord::ConnectionAdapters::MysqlColumn,35,14,-21,,,
158,File,20,11,-9,,,
159,Float,171713,177050,5337,,,
159,String,84891,88494,3603,69.465591,110.181548,13919.000000
159,Array,3475,4666,1191,18.238748,36.434016,540.000000
159,Hash,1326,1599,273,4.974359,26.544128,521.000000
159,Regexp,967,1274,307,,,
159,Class,1017,1016,-1,,,
159,NewRelic::TransactionSample::Segment,603,609,6,,,
159,Proc,457,477,20,,,
159,Module,420,415,-5,,,
159,YAML::Syck::Node,0,315,315,,,
159,Time,140,171,31,,,
159,ActionController::Routing::DividerSegment,54,112,58,,,
159,NewRelic::MethodTraceStats,83,85,2,,,
159,NewRelic::ScopedMethodTraceStats,67,70,3,,,
159,NewRelic::MetricSpec,67,70,3,,,
159,NewRelic::TransactionSample,67,68,1,,,
159,ActionController::Routing::StaticSegment,30,62,32,,,
159,MatchData,8,54,46,1.851852,1.432868,5.000000
159,ActionController::Routing::Route,25,51,26,,,
159,ActionController::Routing::OptionalFormatSegment,22,44,22,,,
159,Mongrel::Stats,37,42,5,,,
159,ActionController::Routing::DynamicSegment,19,38,19,,,
159,Set,27,26,-1,53.576923,138.802932,521.000000
159,NewRelic::NoticedError,20,21,1,,,
159,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
159,Bignum,14,16,2,,,
159,Mutex,14,15,1,,,
159,HashWithIndifferentAccess,10,15,5,1.600000,1.404076,3.000000
159,File,11,15,4,,,
159,YAML::Syck::Scalar,0,14,14,,,
159,NewRelic::ApdexStats,13,14,1,,,
160,Float,177050,174604,-2446,,,
160,String,88494,89112,618,69.111388,105.107605,9770.000000
160,Array,4666,4020,-646,21.180100,38.534996,540.000000
160,Hash,1599,1423,-176,5.142656,27.663617,521.000000
160,Class,1016,1017,1,,,
160,Regexp,1274,981,-293,,,
160,Proc,477,476,-1,,,
160,Module,415,420,5,,,
160,MatchData,54,357,303,1.145658,0.586424,4.000000
160,Time,171,177,6,,,
160,Range,163,164,1,,,
160,NewRelic::MetricSpec,70,71,1,,,
160,ActionController::Routing::DividerSegment,112,58,-54,,,
160,Mongrel::Stats,42,48,6,,,
160,Set,26,34,8,42.117647,122.673937,521.000000
160,ActionController::Routing::StaticSegment,62,32,-30,,,
160,ActiveRecord::ConnectionAdapters::MysqlColumn,7,29,22,,,
160,Bignum,16,26,10,,,
160,ActionController::Routing::Route,51,26,-25,,,
160,ActionController::Routing::OptionalFormatSegment,44,22,-22,,,
160,ActiveSupport::Callbacks::CallbackChain,18,20,2,0.250000,0.638666,2.000000
160,NewRelic::NoticedError,21,20,-1,,,
160,ActionController::Routing::DynamicSegment,38,19,-19,,,
160,Mutex,15,14,-1,,,
160,NoMethodError,3,13,10,,,
160,File,15,11,-4,,,
161,Float,174604,130384,-44220,,,
161,String,89112,65685,-23427,58.033752,93.914831,9770.000000
161,Array,4020,3325,-695,16.180451,37.923072,540.000000
161,Class,1017,1002,-15,,,
161,Regexp,981,937,-44,,,
161,Hash,1423,857,-566,7.267211,35.294982,521.000000
161,Proc,476,465,-11,,,
161,MatchData,357,416,59,1.173077,0.814830,8.000000
161,Module,420,405,-15,,,
161,NewRelic::TransactionSample::Segment,609,325,-284,,,
161,Time,177,229,52,,,
161,Range,164,167,3,,,
161,Mongrel::Stats,48,70,22,,,
161,NewRelic::MethodTraceStats,85,67,-18,,,
161,NewRelic::MetricSpec,71,63,-8,,,
161,NewRelic::ScopedMethodTraceStats,70,59,-11,,,
161,NewRelic::TransactionSample,68,34,-34,,,
161,ActionView::ReloadableTemplate,38,32,-6,,,
161,Set,34,23,-11,56.565217,146.164548,521.000000
161,ActiveSupport::Callbacks::CallbackChain,20,18,-2,0.277778,0.669113,2.000000
161,Mime::Type,15,14,-1,,,
